FIRE_NAME,FIRE_SIZE,STATE,FIRE_YEAR,STAT_CAUSE_DESCR
BEAR,55307.0,NM,2006,Campfire
PLUNGE,485.0,CA,2006,Campfire
VILLAGE,295.0,MS,2006,Miscellaneous
WARM,58630.0,AZ,2006,Lightning
HOTLUM,2815.0,CA,2006,Debris Burning
OLIVER,75.5,AR,2006,Miscellaneous
GHOST,84.0,CA,2006,Lightning
CEMENT,592.0,NM,2006,Lightning
ROSS JUNIOR,585.0,MT,2006,Lightning
HOUSTON,197.0,AZ,2006,Lightning
HIGH,1049.0,CA,2006,Lightning
CRYSTAL,461.0,CA,2006,Lightning
POTATO,6262.0,AZ,2006,Lightning
BRIDGE CREEK,125.0,OR,2006,Lightning
RED CREEK,401.0,CO,2006,Lightning
03GRAPEVINE,79.0,AR,2006,Arson
SULPHUR CREEK,130.0,AR,2006,Lightning
ENGINEER CANYON WFU,127.0,UT,2006,Lightning
KNAPP II,633.0,ID,2006,Lightning
HENDERSON,161.0,SD,2006,Miscellaneous
CROSS,645.0,CA,2006,Arson
FIRST CREEK,170.9,SD,2006,Lightning
BLACK HORSE CREEK,7829.4,SD,2006,Lightning
DAVIS (DEVILS HOLE),289.0,ND,2006,Lightning
BEAR LAKE,275.0,ID,2006,Lightning
MILLER DIV Z,130.0,CA,2006,Lightning
BALLS CANYON,1805.0,CA,2006,Lightning
DIAMOND,100.0,UT,2006,Lightning
YAGER BUTTE,80.0,MT,2006,Lightning
BLOOM CREEK,142.0,MT,2006,Lightning
VERDI (STONE RIDGE),6052.0,NV,2006,Miscellaneous
TROY PEAK,1183.0,NV,2006,Lightning
BORDER,165.0,NV,2006,Lightning
SIERRA,10584.0,CA,2006,Miscellaneous
SOUTH PINE,788.0,MT,2006,Lightning
BIG CREEK,14000.0,MT,2006,Lightning
DERBY,207115.0,MT,2006,Lightning
PASSAGE FALLS,6620.0,MT,2006,Lightning
JUNGLE,25828.0,MT,2006,Lightning
0564 - MAXWELL FIRE,7145.0,OR,2006,Lightning
LAVA,220.0,CA,2006,Lightning
ROBERTS TRACT,10079.0,NE,2006,Lightning
SPOTTED TAIL #3,17899.0,NE,2006,Lightning
NEWTON MOUNTAIN,80.0,MT,2006,Campfire
WATT DRAW,17552.0,MT,2006,Lightning
LEE CREEK,557.0,MT,2006,Lightning
SNOW CANYON,22233.6,NV,2006,Lightning
SOLDIER,150.0,NV,2006,Lightning
RABBIT,500.0,NM,2006,Lightning
RB-78,1600.0,TX,2006,Lightning
HODGE,75.0,SD,2006,Lightning
MILKSHAKE,3500.0,TX,2006,Lightning
POTATO,18236.0,ID,2006,Lightning
BOUNDARY,11005.0,ID,2006,Lightning
BROWN'S CANYON,346.0,UT,2006,Lightning
SMITH,225.0,CA,2006,Lightning
HOLLAND PEAK,1840.0,MT,2006,Lightning
TRAILHEAD,4252.0,ID,2006,Miscellaneous
BRUSHSHACK,702.0,MT,2006,Lightning
HIGH ROCK,492.0,MT,2006,Lightning
TANGO POINT,1467.0,MT,2006,Lightning
JENNY CREEK,1020.0,MT,2006,Lightning
SUN DOG,1560.0,MT,2006,Lightning
HOLE IN THE WALL,256.3,MT,2006,Equipment Use
KING MOUNTAIN,234.0,MT,2006,Lightning
BLUEGRASS,1850.0,OR,2006,Lightning
GREASE,366.0,CA,2006,Miscellaneous
SOLDIER (WFU),78.0,ID,2006,Lightning
HORSE,16677.0,CA,2006,Campfire
ADAVAN,959.0,NV,2006,Lightning
SHERWOOD,7378.0,NV,2006,Lightning
DEEP CREEK,1484.0,UT,2006,Lightning
CUB (WFU),3908.0,ID,2006,Lightning
LIGHTNING,1950.0,ID,2006,Lightning
CHEYENNE RIVER,2000.0,WY,2006,Lightning
WOODTICK,480.0,ID,2006,Lightning
HILIGHT,115.5,WY,2006,Railroad
ALKALI DRAW,127.0,WY,2006,Lightning
BALD,1250.0,CA,2006,Lightning
OR-MAF-038,80.0,OR,2006,Lightning
CUMMINGS,4242.0,WY,2006,Lightning
NORTH ELK,6099.0,ID,2006,Lightning
COLUMBIA COMPLEX,109259.0,WA,2006,Lightning
GARDEN CREEK,138.0,ID,2006,Lightning
EAST ROARING,3185.0,ID,2006,Lightning
CLEAR LAKE,526.0,CA,2006,Lightning
BUMP,524.0,CA,2006,Lightning
SAGE,4871.0,CA,2006,Lightning
RED MOUNTAIN,35482.0,ID,2006,Campfire
EAST LANGDON,1893.0,ID,2006,Lightning
13 CREEK,560.0,ID,2006,Lightning
BARE PEAK,1370.0,MT,2006,Lightning
SOMES,15710.0,CA,2006,Lightning
LITTLE WEST FORK,870.0,MT,2006,Lightning
LAKE OF THE ROCKS,949.0,MT,2006,Lightning
MOUNT AURA,1317.0,ID,2006,Lightning
TROUT CREEK,4525.0,ID,2006,Lightning
BURNT,2100.0,ID,2006,Lightning
JIM CREEK,12946.0,OR,2006,Lightning
BLOOMINGTON WFU,142.0,ID,2006,Lightning
HARVEY,1247.0,CA,2006,Lightning
PINNACLES,2750.0,CA,2006,Arson
RAZOR BLUE,78.0,MT,2006,Lightning
SUMMIT,2500.0,ID,2006,Lightning
RANCHO 2,182.0,CA,2006,Equipment Use
RATTLESNAKE,43600.0,ID,2006,Lightning
RALSTON,8422.0,CA,2006,Miscellaneous
HUNTER,16296.0,CA,2006,Lightning
HANSON,744.0,ID,2006,Lightning
SLIDE CREEK,1430.0,ID,2006,Lightning
SLED,1700.0,ID,2006,Lightning
SHINING BUTTE,69.0,ID,2006,Lightning
BASSETTS,2114.0,CA,2006,Miscellaneous
HANCOCK,10770.0,CA,2006,Lightning
QUARTZ CREEK,83.0,ID,2006,Lightning
068 BIG PEN OAK,89.0,LA,2006,Arson
MCCREA,200.0,ID,2006,Lightning
GOFF,235.0,CA,2006,Lightning
KEEP COOL,302.0,MT,2006,Lightning
COOK,136.0,ID,2006,Lightning
PUZZLE,6340.0,OR,2006,Miscellaneous
TITUS,5792.0,CA,2006,Lightning
PINES,100.0,CA,2006,Campfire
FREEWAY,90.0,CA,2006,Miscellaneous
DUNCE WFU,7898.0,ID,2006,Lightning
SULPHUR CREEK  #2,850.0,AR,2006,Arson
SAND POINT,412.0,AL,2006,Lightning
DAY,162702.0,CA,2006,Debris Burning
FISH TRAP,80.0,AL,2006,Lightning
HORSE HEAVEN,2298.0,ID,2006,Lightning
BIG JOHN,271.2,AL,2006,Miscellaneous
SHERMAN CLIFFS,146.0,AL,2006,Lightning
POPSICLE,96.0,AL,2006,Arson
PINE,120.0,CA,2006,Equipment Use
RED TOP WFU,175.0,ID,2006,Lightning
TOWEL,237.0,AZ,2006,Lightning
BUCK,422.0,CA,2006,Lightning
RUSH CREEK WFU,173.0,ID,2006,Lightning
TALLADEGA MOUNTAIN,84.0,AL,2006,Lightning
PUZZLE,107.0,AL,2006,Arson
MCCABE POINT,80.0,MT,2006,Lightning
PTARMIGAN,67.0,MT,2006,Lightning
WALDECKER,85.0,SD,2006,Miscellaneous
BLISTER,790.0,OR,2006,Lightning
SIX CREEK,158.0,SD,2006,Lightning
PERKINS,14988.0,CA,2006,Miscellaneous
KINGSLEY,6854.0,CA,2006,Lightning
COLE CREEK,80.0,SD,2006,Equipment Use
SHAMBO,226.0,SD,2006,Lightning
LONG CANYON,200.0,ID,2006,Lightning
HOT FRIDAY,425.0,AL,2006,Lightning
HUNGRY,512.0,CA,2006,Lightning
MT. NEBO,176.0,OR,2006,Lightning
ANDERSON,135.0,NM,2006,Lightning
SCOTT,600.0,CA,2006,Lightning
LAKIN,507.0,CA,2006,Lightning
BOULDER,2920.0,CA,2006,Lightning
PANTHER,904.0,CA,2006,Lightning
CASCADE,100.0,NH,2006,Railroad
PIGEON,35101.0,CA,2006,Miscellaneous
TRIPOD COMPLEX,113011.0,WA,2006,Lightning
VAN PEAK,1813.0,WA,2006,Lightning
SPUR PEAK,62173.0,WA,2006,Lightning
CEDAR CREEK,1661.0,WA,2006,Lightning
COLLINS TOOTH WFU,560.0,ID,2006,Lightning
POLLALIE,969.0,WA,2006,Lightning
TATOOSH,51671.0,WA,2006,Lightning
TWIN LAKES,453.0,OR,2006,Lightning
CLEAR CREEK,11615.0,OR,2006,Lightning
ELISHA CREEK,515.0,KY,2006,Arson
BOWEN,19482.0,ID,2006,Lightning
RED MOUNTAIN,930.0,OR,2006,Lightning
TWIN BUTTE,1190.0,ID,2006,Lightning
FRY PAN,75.0,ID,2006,Lightning
TAMARACK WFU,2360.0,ID,2006,Lightning
PETTIBONE,682.0,ID,2006,Lightning
BARREN HILL,159.0,ID,2006,Lightning
SIXTY TWO RIDGE,1405.0,ID,2006,Lightning
RENSHAW,491.0,ID,2006,Lightning
0890,382.0,OR,2006,Lightning
SAWMILL,300.0,AZ,2006,Lightning
KENNEDY,191.0,AZ,2006,Lightning
BISHOP CREEK,2650.0,ID,2006,Lightning
LICK CREEK WFU,1038.0,ID,2006,Lightning
RB-45,320.0,TX,2006,Lightning
MINK,786.0,ID,2006,Lightning
HUNGRY CR. POINT WFU,125.0,ID,2006,Lightning
BRUSHY,2772.0,ID,2006,Lightning
ROCK LAKE,200.0,NM,2006,Lightning
MITCHEL,612.0,NM,2006,Lightning
SUNRISE #2,507.0,CA,2006,Miscellaneous
FORD CREEK,323.0,MT,2006,Lightning
KRASSEL,1100.0,ID,2006,Lightning
SHEEP CREEK WFU,3300.0,ID,2006,Lightning
PHOEBE 2,1950.0,ID,2006,Lightning
RAINBOW,3383.0,ID,2006,Lightning
TWIN LAKES,1539.0,ID,2006,Lightning
KETTLE LAKE,437.0,ID,2006,Lightning
RINCON,250.0,AZ,2006,Lightning
BALD,83.0,AZ,2006,Lightning
VAN METER,3300.0,ID,2006,Lightning
KETTLE 2,798.0,ID,2006,Lightning
TAILHOLT CREEK,4500.0,ID,2006,Lightning
SAND FLAT,178.0,CA,2006,Miscellaneous
RIVAL CREEK,613.0,MT,2006,Lightning
NANNY CREEK,2362.0,MT,2006,Lightning
CIGARETTE ROCK,2271.0,MT,2006,Lightning
COUGAR,28431.0,ID,2006,Lightning
SMITH CREEK,227.0,ID,2006,Debris Burning
MEADOW,7200.0,ID,2006,Lightning
CUDDY,1202.0,ID,2006,Lightning
MESSENGER,225.0,ID,2006,Lightning
WALKER,206.0,CA,2006,Arson
BIG FIRE,507.0,NV,2006,Miscellaneous
GREEN ACRES,6700.0,ID,2006,Lightning
BIRCH CREEK,273.0,NV,2006,Campfire
CLARKS CANYON,15387.0,MT,2006,Equipment Use
BLACK BUTTE,33000.0,ID,2006,Lightning
MARTINEZ,76.0,TX,2006,Arson
SANDY CREEK,105.0,TX,2006,Lightning
BOWEN,84.0,TX,2006,Miscellaneous
0581,81.0,OR,2006,Lightning
POPPY,85.4,OR,2006,Campfire
CORRAL,685.0,ID,2006,Lightning
0668 - LAKE GEORGE,5550.0,OR,2006,Lightning
GREENWATER 7440,193.0,WA,2006,Campfire
ELKHORN,76.0,ID,2006,Lightning
0570  BLACK CRATER,9400.0,OR,2006,Lightning
MARKER 128,97.0,ID,2006,Lightning
QUARRY - GP,1140.0,VA,2006,Debris Burning
DRILL HOLE,370.0,UT,2006,Lightning
OR-MAF-173,70.3,OR,2006,Lightning
FAMINE LAKE,4104.0,MN,2006,Lightning
POMEROY WFU,260.0,AZ,2006,Lightning
ULM PEAK,4980.0,ID,2006,Lightning
BEAR GULCH II,1100.0,WA,2006,Miscellaneous
CAVITY LAKE,31830.0,MN,2006,Lightning
MOUNT CARMEL,4000.0,OK,2006,Equipment Use
REDEYE,1792.0,MN,2006,Lightning
REVETT,155.0,ID,2006,Lightning
BRUSHY CREEK,94.0,TN,2006,Arson
MERRELL,85.0,TN,2006,Debris Burning
BUTLER FIELD,111.0,TN,2006,Arson
BRADY 2 FIRE,80.0,OH,2006,Arson
BUBBLING SPRINGS,422.0,TN,2006,Arson
FIVE FORKS FIRE,187.0,OH,2006,Arson
ROCKY FORK,564.0,TN,2006,Arson
SANDY BOTTOM,270.0,TN,2006,Arson
CHERIKEE SOUTH COMP,592.0,TN,2006,Arson
SINK MT.,190.0,TN,2006,Arson
COOPER HOLLOW,75.0,TN,2006,Arson
WATERING TROUGH,66.0,TN,2006,Arson
GARLEY,115.0,NM,2006,Lightning
915 II,91.0,AL,2006,Arson
TURTLE,2085.0,MN,2006,Lightning
DAN RIDGE,88.0,ID,2006,Lightning
RABBIT,2200.0,ID,2006,Lightning
WARM SPRINGS,205.0,ID,2006,Lightning
BISBEE MOUNTAIN,484.0,WA,2006,Miscellaneous
RICHARDSON POINT,279.0,AR,2006,Campfire
LINDSEY BAY,1073.0,FL,2006,Lightning
CARTER 2,71.5,UT,2006,Lightning
HOGPEN,84.8,MS,2006,Miscellaneous
LITTLE,215.0,CA,2006,Lightning
PERRYTOWN,118.0,MS,2006,Miscellaneous
JUNIPER,4014.0,FL,2006,Miscellaneous
SAUSE,1824.0,MS,2006,Lightning
SKATE,12582.0,NM,2006,Lightning
BLACK BIRD MINE WFU,1463.0,UT,2006,Lightning
MONTEZUMA 1,4191.0,AZ,2006,Arson
DAY CREEK,144.0,WA,2006,Miscellaneous
SAND BASIN FIRE,700.0,MT,2006,Lightning
CAMINO,100.0,CA,2006,Miscellaneous
WILLOW,1806.0,AZ,2006,Miscellaneous
103,1634.0,AZ,2006,Campfire
LOOKOUT 2,290.0,CA,2006,Miscellaneous
HUGHES LAKE FIRE,5818.0,MI,2006,Debris Burning
HUGHES 32,179.0,ID,2006,Lightning
ANNABELLA,572.0,UT,2006,Lightning
PLOWBOY,1234.0,ID,2006,Lightning
HUGHES EAST,2959.0,ID,2006,Lightning
SOUTH KANOSH,304.0,UT,2006,Lightning
DOG VALLEY,28661.3,UT,2006,Lightning
GOOSEBERRY,350.0,UT,2006,Lightning
ASHBY,129.0,IL,2006,Arson
SOUTH WATER HOLLOW,1424.0,UT,2006,Lightning
SUNSET CANYON,1096.0,UT,2006,Lightning
BRINS,4317.0,AZ,2006,Smoking
ISABELLE,1190.61,WY,2006,Lightning
MAGPIE,711.0,UT,2006,Lightning
DEVILS DEN,14153.7,UT,2006,Lightning
EMILY LAKE,80.0,WI,2006,Lightning
WIDE CANYON,72.4,UT,2006,Lightning
GASH,8800.0,MT,2006,Arson
BRINKER,94.0,CO,2006,Arson
NOWHERE,215.0,CA,2006,Campfire
RIDLEY BRANCH,190.5,GA,2006,Miscellaneous
ESPERANZA,40200.0,CA,2006,Arson
RUBE,777.0,CA,2006,Lightning
AMABILIS,120.0,WA,2006,Smoking
KILN (BAYOU BACON),3708.0,MS,2006,Arson
LITTLE NACHES,70.0,WA,2006,Miscellaneous
TROUT,140.0,WA,2006,Equipment Use
NO NAME,750.0,MS,2006,Arson
LOST TITAN,115.0,MS,2006,Lightning
LOST BOAT,288.0,MS,2006,Arson
BURNT BEES,217.0,MS,2006,Arson
ULTRA CLASSIC,467.0,MS,2006,Debris Burning
SULPHUR MOUNTAIN,3739.0,AR,2006,Lightning
ZANE,218.0,ID,2006,Lightning
ELKHORN,1002.0,ID,2006,Lightning
HAYES FORK FIRE,98.0,KY,2006,Miscellaneous
CHESTNUT,850.0,VA,2006,Miscellaneous
HOSTAGE BRANCH,608.0,FL,2006,Lightning
SHULER BAY,243.0,FL,2006,Lightning
MAGGIE,2097.0,CA,2006,Lightning
SHELDON PEAK,2384.0,ID,2006,Lightning
TAMARACK,4654.0,CA,2006,Lightning
BRODER WFU,1220.0,CA,2006,Lightning
BECK WFU,2270.0,CA,2006,Lightning
TINPAN,9252.0,WA,2006,Lightning
NAHAHUM #2,80.0,WA,2006,Children
THORN CREEK,13536.0,OR,2006,Lightning
OCEAN BAY II,400.0,FL,2006,Arson
MILLARD,24000.0,CA,2006,Lightning
RAMP,450.0,CA,2006,Equipment Use
MOUNTAIN,125.0,CA,2006,Equipment Use
EMERALD,2109.0,CA,2006,Miscellaneous
BLUECUT,100.0,CA,2006,Equipment Use
FROZEN BLADDER BAG,240.0,MS,2006,Miscellaneous
WOODEN TOWER,280.0,MS,2006,Miscellaneous
SAND ROAD,442.0,MS,2006,Miscellaneous
PEA VINE COMPLEX,2871.0,VA,2006,Arson
HORSE CREEK,703.0,WY,2006,Lightning
BATTLE MOUNTAIN,1370.0,WY,2006,Lightning
JIM CREEK WFU,3895.0,WY,2006,Lightning
PURDY,16906.0,WY,2006,Lightning
SKEGG BRANCH,867.0,VA,2006,Arson
SEMINARY,110.0,KY,2006,Arson
SHOOTING RANGE,375.0,KY,2006,Miscellaneous
COONSKIN,130.0,MO,2006,Arson
TURNIP KNOB,152.0,MO,2006,Arson
SPEER,96.0,AL,2006,Arson
WINONA,327.0,AR,2006,Campfire
CARDINAL,1935.0,VA,2006,Arson
CLARICY,75.0,CO,2006,Lightning
HAYRIDE,66.0,TN,2006,Arson
DRY CREEK,900.0,CO,2006,Debris Burning
WESTON,147.0,TN,2006,Arson
RADIO TOWER,350.0,CO,2006,Miscellaneous
CANE CREEK GAP FIRE,52.0,GA,2007,Arson
MEYERS,72.0,MS,2006,Miscellaneous
1030,91.0,MS,2006,Miscellaneous
BIG CEDAR,137.0,GA,2007,Arson
BLACK BALSAM,64.0,NC,2007,Campfire
COLD DAY,167.0,MS,2006,Arson
HART,92.0,AZ,2006,Arson
GREEN GULCH,85.0,CA,2007,Debris Burning
CAMP MIKELL,63.5,GA,2007,Miscellaneous
FALLING SPRINGS,115.0,MO,2007,Arson
MORROW ROAD,63.0,NC,2007,Arson
002 DEASON,60.0,LA,2007,Arson
BASKETBALL 2,60.0,KY,2007,Arson
COXES CREEK,700.0,NC,2007,Debris Burning
NORWOOD,52.0,OK,2007,Arson
HASKINS,72.0,MO,2007,Arson
ROOTS,160.0,KY,2007,Arson
REYNOLDS,75.0,KY,2007,Arson
THE LOCKE FIRE,300.0,AR,2007,Miscellaneous
UNIONTOWN FIRE,112.0,AR,2007,Arson
SCOTTS BRANCH,84.0,MO,2007,Arson
LITTLE CREEK,84.0,MO,2007,Debris Burning
HOOT OWL,93.0,VA,2007,Miscellaneous
CHICKEN WING,300.0,OK,2007,Arson
RAILROAD HOLLOW,96.5,MO,2007,Arson
PP FIRE,54.75,MO,2007,Arson
ARKANSAS,340.0,MO,2007,Arson
HURRICANE,84.0,MO,2007,Arson
022 GREEN ACRES,216.0,LA,2007,Arson
GOODHOPE,198.0,MO,2007,Debris Burning
FLYING M,49.0,NV,2007,Campfire
FORESTRY TRAIL,117.0,GA,2007,Campfire
OLD WING,74.0,SC,2007,Arson
PINEY,50.0,MO,2007,Arson
BRANTLEY CABIN,9071.0,OK,2007,Debris Burning
RORIE,161.0,AR,2007,Arson
BACON ROAD,150.0,NC,2007,Debris Burning
BRUSHY CREEK,112.0,AR,2007,Arson
CORUNDUM HILL,75.0,NC,2007,Debris Burning
MOUSE MOUNTAIN,180.0,NC,2007,Debris Burning
PARKER,70.0,NC,2007,Debris Burning
MOORE KNOB,160.0,NC,2007,Arson
COUNTY LINE FIRE,156.5,OH,2005,Arson
IMPROVEMENT HOLLOW,56.0,MO,2007,Miscellaneous
KNOTWELL,273.0,MO,2007,Arson
POCKET EDDY,240.0,MO,2007,Arson
VAN WINKLE,83.0,MO,2007,Arson
CONWAY TWIN,292.0,MO,2007,Arson
TILK HOLLOW,207.0,MO,2007,Arson
BALLS 2 CONTINUED,50.0,KY,2007,Arson
LITTLE VENUS,34581.0,WY,2006,Lightning
SUTTON,120.0,KY,2007,Equipment Use
CAT HOLLOW,134.0,KY,2007,Arson
BRAY HOLLOW,177.0,MO,2007,Debris Burning
BARREN,86.0,MO,2007,Debris Burning
NANCE,91.0,MO,2007,Arson
CAMP HOLLOW,199.0,MO,2007,Arson
CHESTER YORK,109.0,GA,2007,Debris Burning
KEENER,855.0,KY,2007,Arson
HILL,90.0,NC,2007,Campfire
HELL FOR CERTAIN,254.0,KY,2007,Arson
SUGAR CAMP,63.0,KY,2007,Arson
CRAWFORD,115.0,VA,2007,Arson
CHANDLER FIRE,1300.0,KY,2007,Arson
SNAKE RIDGE,72.0,AZ,2007,Lightning
HURRICANE,328.0,MO,2007,Arson
GIBSON,586.0,KY,2007,Arson
BETTS HOLLOW,50.0,NC,2007,Arson
ELISHA,93.0,KY,2007,Arson
GHOST CAMP,304.0,VA,2007,Arson
RAIDER RIDGE,82.0,KY,2007,Arson
RANCHER,113.0,KY,2007,Arson
SCOTT ROAD,95.0,NC,2007,Equipment Use
HONEY FORK,69.0,KY,2007,Arson
BULL CREEK,200.0,KY,2007,Arson
BAD CREEK,300.0,KY,2007,Arson
CUT GAP,63.0,KY,2007,Arson
ROCK LICK,84.0,KY,2007,Arson
POISON HONEY,120.0,KY,2007,Arson
FRIAR,1070.0,VA,2007,Miscellaneous
WILL SCOTT,80.0,NC,2007,Miscellaneous
SHADOW WOODS,64.0,NC,2007,Debris Burning
TRAILBLAZER,101.0,GA,2007,Arson
027 RACETRACK RD,57.0,LA,2007,Railroad
CROW MTN,197.2,GA,2007,Miscellaneous
CARNASAW,315.0,OK,2007,Arson
CEDAR CREEK,300.0,NC,2007,Arson
DECKERS,1212.0,MO,2007,Arson
REDWATER,259.0,FL,2007,Arson
BUCK KNOB,55.0,KY,2007,Arson
CHESTNUT RIDGE,185.0,VA,2007,Lightning
PEARBLOSSOM,51.0,CA,2007,Miscellaneous
POCKET GAP,153.0,GA,2007,Campfire
RUSH FIRES,80.0,KY,2007,Arson
PROMONTORY,4044.0,AZ,2007,Campfire
DINNER,79.0,SC,2007,Arson
PLEASANT HILL,965.0,GA,2007,Lightning
HAM LAKE,75484.0,MN,2007,Campfire
CLIFTON,67.0,CA,2007,Debris Burning
MONKEY,65.0,AZ,2007,Miscellaneous
SONG BRANCH,60.0,NC,2007,Lightning
TURNER CREEK,150.0,WY,2007,Lightning
TEN FIRE,1031.0,NM,2007,Lightning
HL,10131.0,NM,2007,Lightning
CHESTNUT MTN.,289.7,GA,2007,Miscellaneous
JUMP,1746.0,AZ,2007,Debris Burning
PARKER MTN.,50.0,KY,2007,Lightning
JOE LEWIS,575.0,NC,2007,Lightning
SHAD FIRE,110.0,NC,2007,Lightning
BLUE SPRINGS,312.0,SC,2007,Arson
BIG DADDY,49.5,AR,2007,Lightning
IMOGENE,80.0,AR,2007,Arson
VANN,55.8,CA,2007,Miscellaneous
BABCOCK PEAK,400.0,CA,2007,Lightning
WALNUT,75.0,AZ,2007,Lightning
APACHE,90.0,NM,2007,Lightning
MONO,98.0,CA,2007,Lightning
JOHNS RIVER,120.0,NC,2007,Miscellaneous
TABLE ROCK,240.0,NC,2007,Debris Burning
NEWBERRY,400.0,NC,2007,Debris Burning
PINNACLE,2404.0,NC,2007,Children
DOBSON KNOB,820.0,NC,2007,Lightning
CANYON,88.0,CA,2007,Children
WIDE MOUTH (WFU),353.0,AZ,2007,Lightning
LONE PINE (WFU),57.0,AZ,2007,Lightning
FAREWELL MUTUAL AID,521.0,MT,2007,Equipment Use
SCRABBLE,165.0,AZ,2007,Lightning
BLOWN TIRE ASSIST,60.0,MT,2007,Equipment Use
LAMPSON,577.0,NV,2007,Lightning
SCHELLBOURNE,52.0,NV,2007,Lightning
DIGIER,340.0,CA,2007,Equipment Use
BIRDIE,5016.0,AZ,2007,Lightning
SLEEPING ELEPHANT,750.0,NV,2007,Lightning
RATTLESNAKE,102000.0,ID,2007,Lightning
CONCORD,1500.0,ID,2007,Lightning
JAMES,4200.0,CA,2007,Miscellaneous
TRIMMER,186.0,CA,2007,Miscellaneous
CLOUDY DAY ASSIST,172.0,MT,2007,Miscellaneous
CONES,71.0,NE,2007,Lightning
WOFFORD,567.0,CA,2007,Miscellaneous
LAMPHERE,1257.0,AZ,2007,Lightning
GALENA,143.0,NV,2007,Equipment Use
HIGHWAY,853.0,CA,2007,Arson
RADIO WILDFIRE USE,175.0,AZ,2007,Lightning
COLBY,168.0,CA,2007,Arson
SAVAGE MOUNTAIN,75.0,MT,2007,Lightning
DRY LAKE,320.0,NM,2007,Lightning
RAILROAD,80.0,CA,2007,Railroad
HOMER,303.0,OK,2007,Miscellaneous
BERNASCONI,50.0,CA,2007,Campfire
BOX ELDER,322.0,SD,2007,Arson
PLATEAU,86.0,NV,2007,Equipment Use
FOSS,183.96,SD,2007,Lightning
GRANITE,1918.0,NM,2007,Lightning
WAHOO,404.0,NM,2007,Lightning
LAKE,314.0,NM,2007,Lightning
ROOSTER,52.0,MS,2007,Miscellaneous
LONG BEARD,363.0,MS,2007,Arson
2 GRAND,48.0,MS,2007,Arson
HIGHWAY 152,57.0,NM,2007,Miscellaneous
LAUNDRY,273.0,MS,2007,Arson
ALKALI CREEK,60.0,WY,2007,Lightning
LONG WIND,240.0,MS,2007,Equipment Use
WADE HILL,2445.0,WY,2007,Lightning
SAGE,6460.0,CA,2007,Lightning
LITTLE THUNDER CREEK,663.0,WY,2007,Railroad
WEST FORK,60.0,WY,2007,Miscellaneous
DILLA,84.0,MS,2007,Debris Burning
RED BEAN,223.0,MS,2007,Miscellaneous
CALCOTE,54.0,MS,2007,Miscellaneous
SCOTT,115.0,CA,2007,Railroad
WAIT MOUNTAIN,383.0,VA,2007,Lightning
WOOD CREEK,2309.0,ID,2007,Lightning
AGATE,204.83,SD,2007,Lightning
TRAPPER RIDGE,20159.0,ID,2007,Lightning
HOOT OWL,190.0,MS,2007,Arson
RUSTY BUCK,72.0,MS,2007,Miscellaneous
CHINAULT GULLY,110.0,MS,2007,Arson
BLACK CANYON,584.0,ID,2007,Lightning
JUNGLE,50.0,MS,2007,Miscellaneous
SPRING CREEK,234.0,MS,2007,Arson
COLLIER,83.0,MS,2007,Arson
PINECREST RURAL A,325.0,MT,2007,Miscellaneous
MIDWAY,74.0,MS,2007,Arson
GOLDLEDGE,4200.0,CA,2007,Miscellaneous
POWER POLE ASSIST,80.0,MT,2007,Miscellaneous
BARGAMAN,320.0,AZ,2007,Lightning
CHINA,2906.0,CA,2007,Lightning
BALD BUTTE,800.0,OR,2007,Lightning
HOLMES,69.0,OR,2007,Lightning
MIGUEL,175.0,CA,2007,Lightning
BEAR CANYON FIRE,52891.0,OR,2007,Lightning
BELLOWS CREEK,255.0,OR,2007,Lightning
UMATILLA,210.0,MS,2007,Debris Burning
MHP,48.6,MS,2007,Miscellaneous
STATE FROG POND,82.0,MS,2007,Debris Burning
DEAD HORSE WFU,55.0,CO,2007,Lightning
SNOW,100.0,CA,2007,Lightning
CITADEL,1974.0,WY,2007,Lightning
SOUTHFORK,102.5,MO,2007,Arson
VANDERHOOF COULEE,77.4,ND,2007,Lightning
MONDAK,86.8,ND,2007,Lightning
UPPER MAGPIE,66.0,ND,2007,Lightning
WALL CREEK,100.0,OR,2007,Lightning
DOG LEG,50.0,OR,2007,Lightning
HENSLEY CREEK ASSIST,225.0,MT,2007,Equipment Use
HURTADO,801.0,NM,2007,Lightning
BUTTERFEILD,50.0,WY,2007,Debris Burning
SOLDIER CREEK COMPLE,3587.0,NE,2007,Lightning
MOONLIGHT,64994.45,CA,2007,Equipment Use
RB3,350.0,TX,2007,Lightning
LOCO,1604.0,NM,2007,Lightning
ASPEN,539.0,NM,2007,Lightning
RED HILL,53448.0,OR,2007,Lightning
SHELLEY,115.0,NM,2007,Lightning
MULE,164.0,NV,2007,Miscellaneous
STONEY KNOB,350.0,GA,2007,Lightning
WILBUR,399.0,MT,2007,Lightning
LOST,10733.0,MT,2007,Lightning
BACHELOR,59.0,MT,2007,Lightning
WHEELER,22905.81,CA,2007,Lightning
ZIMMER,162.4,ID,2007,Railroad
BALLS CANYON,4801.0,CA,2007,Lightning
GREASY BRANCH,68.0,KY,2007,Campfire
BEAR,150.0,OR,2007,Lightning
EDLER,423.0,CO,2007,Lightning
MOLINO COMPLEX,53.0,AZ,2007,Lightning
FAGAN (WFU),533.0,AZ,2007,Lightning
HAWKENS,2700.9,NV,2007,Equipment Use
